OrderID,CustomerID,ProductID,StoreID,OrderDate,Quantity,DiscountPct,PaymentMethod,OrderStatus,ShippingDays,SalesRep,Month,Year,Quarter,ProductName,Category,Brand,CostPrice,SellingPrice,CustomerName,Gender,Age,City,State,Segment,JoinDate,Revenue,DiscountAmount,FinalSales,Cost,Profit
26,137,8,STR005,06-06-2025,2,10,Net Banking,Delivered,1,Arun Prakash,June,2025,2,iPhone 8,Phone,Apple,19512,24195.28,Daniel Singh,Female,35,Bengaluru,Karnataka,Regular,23-08-2024,48390.56,4839.056,43551.504,39024,4527.504
27,234,65,STR004,16-03-2024,3,15,Cash,Returned,6,Fatima Khan,March,2024,1,Nord 1,Phone,OnePlus,13906,17731.91,Daniel Gupta,Male,42,Hyderabad,Telangana,Gold,09-06-2023,53195.73,7979.3595,45216.3705,41718,3498.3705
28,42,16,STR001,31-12-2024,4,20,UPI,Cancelled,2,Fatima Khan,December,2024,4,Galaxy 8,Phone,Samsung,58000,76104.75,Sanjay Verma,Female,31,Bengaluru,Karnataka,Silver,03-10-2022,304419,60883.8,243535.2,232000,11535.2
29,292,55,STR001,01-06-2024,2,5,Cash,Delivered,3,Divya Iyer,June,2024,2,Airdopes 7,Accessories,Boat,12887,15380.68,Arjun Nair,Female,31,Delhi,Delhi,Silver,09-03-2023,30761.36,1538.068,29223.292,25774,3449.292
30,455,28,STR001,28-01-2025,1,5,Cash,Delivered,2,Ramesh Kumar,January,2025,1,Pavilion 4,Laptop,HP,59519,72623.16,Sneha Joseph,Female,58,Mumbai,Maharashtra,Gold,15-04-2025,72623.16,3631.158,68992.002,59519,9473.002
31,456,9,STR005,26-04-2024,2,5,Debit Card,Delivered,5,Amit Shah,April,2024,2,Galaxy 1,Phone,Samsung,24883,32840.12,Aisha Sharma,Male,30,Delhi,Delhi,Silver,27-04-2022,65680.24,3284.012,62396.228,49766,12630.228
32,479,7,STR003,15-10-2024,2,15,UPI,Delivered,1,Divya Iyer,October,2024,4,iPhone 7,Phone,Apple,3371,4256.5,Sai Patel,Male,47,Mumbai,Maharashtra,Premium,21-12-2024,8513,1276.95,7236.05,6742,494.05
33,206,27,STR001,26-04-2025,2,15,Cash,Delivered,4,Pooja Nair,April,2025,2,Pavilion 3,Laptop,HP,8050,9844.84,Daniel Sharma,Female,21,Delhi,Delhi,Silver,12-05-2022,19689.68,2953.452,16736.228,16100,636.228
34,491,10,STR004,20-10-2025,2,15,Net Banking,Delivered,1,Suresh Reddy,October,2025,4,Galaxy 2,Phone,Samsung,55596,69389.02,Priya Gupta,Female,21,Hyderabad,Telangana,Silver,06-10-2024,138778.04,20816.706,117961.334,111192,6769.334
35,419,65,STR002,11-02-2024,2,20,Net Banking,Returned,7,Arun Prakash,February,2024,1,Nord 1,Phone,OnePlus,13906,17731.91,Priya Sharma,Male,37,Chennai,Tamil Nadu,Silver,25-11-2022,35463.82,7092.764,28371.056,27812,559.056
36,88,71,STR005,11-09-2024,3,5,Net Banking,Delivered,7,Pooja Nair,September,2024,3,Nord 7,Phone,OnePlus,41947,53653.01,Nisha Mohan,Female,29,Coimbatore,Tamil Nadu,Premium,28-02-2023,160959.03,8047.9515,152911.0785,125841,27070.0785
37,346,54,STR002,10-12-2024,4,0,UPI,Delivered,2,Ramesh Kumar,December,2024,4,Airdopes 6,Accessories,Boat,59863,78446.03,Aarav Singh,Male,49,Delhi,Delhi,Gold,17-01-2025,313784.12,0,313784.12,239452,74332.12
38,424,54,STR004,06-09-2024,4,10,Credit Card,Delivered,2,Pooja Nair,September,2024,3,Airdopes 6,Accessories,Boat,59863,78446.03,Priya Singh,Female,57,Chennai,Tamil Nadu,Regular,10-08-2024,313784.12,31378.412,282405.708,239452,42953.708
39,311,32,STR002,13-09-2025,1,20,Net Banking,Delivered,7,Suresh Reddy,September,2025,3,Pavilion 8,Laptop,HP,49596,65817.88,Sneha Verma,Male,22,Mumbai,Maharashtra,Premium,25-04-2022,65817.88,13163.576,52654.304,49596,3058.304
40,122,48,STR004,20-02-2025,3,0,Debit Card,Delivered,3,Arun Prakash,February,2025,1,UltraGear 8,Accessories,LG,48390,63076.87,Arjun Iyer,Female,54,Hyderabad,Telangana,Gold,16-06-2024,189230.61,0,189230.61,145170,44060.61
41,347,20,STR003,05-12-2025,4,0,Debit Card,Delivered,5,Neha Kapoor,December,2025,4,Inspiron 4,Laptop,Dell,37246,44369.73,Vivaan Singh,Female,37,Coimbatore,Tamil Nadu,Regular,16-03-2023,177478.92,0,177478.92,148984,28494.92
42,472,39,STR005,26-06-2024,4,0,Credit Card,Cancelled,5,Neha Kapoor,June,2024,2,ThinkPad 7,Laptop,Lenovo,14846,18689.94,Meera Menon,Female,19,Delhi,Delhi,Premium,07-12-2023,74759.76,0,74759.76,59384,15375.76
43,131,63,STR002,30-06-2025,1,0,Debit Card,Delivered,2,Arun Prakash,June,2025,2,MX Master 7,Accessories,Logitech,3106,3650.12,Priya Gupta,Female,47,Coimbatore,Tamil Nadu,Premium,19-12-2023,3650.12,0,3650.12,3106,544.12
44,413,36,STR003,10-03-2025,4,0,Credit Card,Delivered,7,Divya Iyer,March,2025,1,ThinkPad 4,Laptop,Lenovo,38664,51499.94,Karthik Kumar,Female,32,Chennai,Tamil Nadu,Gold,02-12-2023,205999.76,0,205999.76,154656,51343.76
45,99,2,STR001,23-05-2025,4,0,UPI,Delivered,5,Amit Shah,May,2025,2,iPhone 2,Phone,Apple,35733,48219.76,Vikram Singh,Female,41,Hyderabad,Telangana,Gold,16-09-2024,192879.04,0,192879.04,142932,49947.04
46,233,60,STR005,04-09-2024,4,10,Debit Card,Delivered,4,Fatima Khan,September,2024,3,MX Master 4,Accessories,Logitech,17334,20959.66,Nisha Kumar,Male,64,Coimbatore,Tamil Nadu,Regular,11-02-2022,83838.64,8383.864,75454.776,69336,6118.776
47,133,18,STR003,28-12-2024,1,5,Debit Card,Delivered,1,Ramesh Kumar,December,2024,4,Inspiron 2,Laptop,Dell,35819,48116.74,Aditya Bose,Male,44,Coimbatore,Tamil Nadu,Gold,08-01-2022,48116.74,2405.837,45710.903,35819,9891.903
48,336,13,STR005,24-07-2025,1,5,Cash,Delivered,3,Divya Iyer,July,2025,3,Galaxy 5,Phone,Samsung,6731,8153.95,Sai Das,Female,24,Hyderabad,Telangana,Regular,08-01-2022,8153.95,407.6975,7746.2525,6731,1015.2525
49,152,38,STR001,14-08-2025,4,0,Cash,Delivered,3,Neha Kapoor,August,2025,3,ThinkPad 6,Laptop,Lenovo,15218,19569.62,Vikram Gupta,Male,37,Mumbai,Maharashtra,Gold,29-09-2023,78278.48,0,78278.48,60872,17406.48
50,266,68,STR004,10-06-2024,4,0,Credit Card,Delivered,7,Ramesh Kumar,June,2024,2,Nord 4,Phone,OnePlus,19799,26436.28,Ananya Iyer,Female,29,Coimbatore,Tamil Nadu,Gold,24-02-2023,105745.12,0,105745.12,79196,26549.12
51,59,57,STR002,12-11-2024,4,5,Net Banking,Delivered,6,Divya Iyer,November,2024,4,MX Master 1,Accessories,Logitech,45634,51568.98,Sai Das,Female,49,Mumbai,Maharashtra,Regular,30-03-2023,206275.92,10313.796,195962.124,182536,13426.124
52,433,43,STR004,16-04-2024,1,15,Net Banking,Delivered,2,Neha Kapoor,April,2024,2,UltraGear 3,Accessories,LG,7439,10002.48,Ananya Gupta,Female,21,Mumbai,Maharashtra,Regular,17-10-2023,10002.48,1500.372,8502.108,7439,1063.108
53,137,24,STR004,22-12-2024,3,20,Credit Card,Delivered,1,Arun Prakash,December,2024,4,Inspiron 8,Laptop,Dell,8182,9189.04,Daniel Singh,Female,35,Bengaluru,Karnataka,Regular,23-08-2024,27567.12,5513.424,22053.696,24546,-2492.304
54,346,60,STR001,01-03-2024,2,20,Credit Card,Delivered,5,Fatima Khan,March,2024,1,MX Master 4,Accessories,Logitech,17334,20959.66,Aarav Singh,Male,49,Delhi,Delhi,Gold,17-01-2025,41919.32,8383.864,33535.456,34668,-1132.544
55,493,28,STR004,04-01-2024,2,15,Cash,Delivered,7,Fatima Khan,January,2024,1,Pavilion 4,Laptop,HP,59519,72623.16,Vivaan Menon,Female,49,Hyderabad,Telangana,Premium,09-05-2022,145246.32,21786.948,123459.372,119038,4421.372
56,107,16,STR003,22-08-2025,2,15,Credit Card,Returned,1,Amit Shah,August,2025,3,Galaxy 8,Phone,Samsung,58000,76104.75,Rohit Kumar,Female,47,Hyderabad,Telangana,Gold,07-04-2025,152209.5,22831.425,129378.075,116000,13378.075
57,432,17,STR003,30-04-2025,1,5,Debit Card,Delivered,6,Divya Iyer,April,2025,2,Inspiron 1,Laptop,Dell,5674,6497.8,Sneha Bose,Female,61,Chennai,Tamil Nadu,Regular,13-10-2024,6497.8,324.89,6172.91,5674,498.91
58,492,59,STR001,23-03-2025,4,10,Cash,Delivered,6,Divya Iyer,March,2025,1,MX Master 3,Accessories,Logitech,58402,76473.86,Vivaan Krishnan,Male,61,Coimbatore,Tamil Nadu,Regular,15-07-2022,305895.44,30589.544,275305.896,233608,41697.896
59,358,19,STR002,03-08-2025,1,20,Cash,Delivered,1,Neha Kapoor,August,2025,3,Inspiron 3,Laptop,Dell,36419,44362.73,Karthik Nair,Female,45,Chennai,Tamil Nadu,Gold,03-04-2024,44362.73,8872.546,35490.184,36419,-928.816
60,343,29,STR003,11-03-2025,1,0,Debit Card,Delivered,1,Arun Prakash,March,2025,1,Pavilion 5,Laptop,HP,50761,63234.29,Arjun Mohan,Male,27,Bengaluru,Karnataka,Silver,12-04-2024,63234.29,0,63234.29,50761,12473.29
61,31,49,STR003,20-05-2024,2,5,UPI,Delivered,4,Pooja Nair,May,2024,2,Airdopes 1,Accessories,Boat,10008,13029.7,Kavya Joseph,Male,48,Chennai,Tamil Nadu,Regular,30-09-2023,26059.4,1302.97,24756.43,20016,4740.43
62,371,11,STR002,09-07-2024,2,15,Debit Card,Delivered,1,Arun Prakash,July,2024,3,Galaxy 3,Phone,Samsung,31131,39819.44,Nisha Krishnan,Male,59,Chennai,Tamil Nadu,Gold,12-02-2024,79638.88,11945.832,67693.048,62262,5431.048
63,232,63,STR003,15-02-2024,1,15,UPI,Delivered,3,Neha Kapoor,February,2024,1,MX Master 7,Accessories,Logitech,3106,3650.12,Karthik Nair,Male,41,Coimbatore,Tamil Nadu,Regular,11-11-2022,3650.12,547.518,3102.602,3106,-3.398
64,308,44,STR005,01-11-2024,1,5,Debit Card,Delivered,7,Pooja Nair,November,2024,4,UltraGear 4,Accessories,LG,12857,15175.36,Ananya Patel,Male,20,Hyderabad,Telangana,Gold,29-05-2023,15175.36,758.768,14416.592,12857,1559.592
65,235,39,STR004,04-05-2024,1,20,Debit Card,Delivered,4,Amit Shah,May,2024,2,ThinkPad 7,Laptop,Lenovo,14846,18689.94,Vivaan Nair,Female,56,Delhi,Delhi,Silver,27-09-2024,18689.94,3737.988,14951.952,14846,105.952
66,152,37,STR003,21-02-2024,4,15,UPI,Delivered,7,Suresh Reddy,February,2024,1,ThinkPad 5,Laptop,Lenovo,41080,46178.23,Vikram Gupta,Male,37,Mumbai,Maharashtra,Gold,29-09-2023,184712.92,27706.938,157005.982,164320,-7314.018
67,211,32,STR004,14-03-2024,3,15,Credit Card,Delivered,7,Amit Shah,March,2024,1,Pavilion 8,Laptop,HP,49596,65817.88,Karthik Menon,Male,54,Chennai,Tamil Nadu,Premium,04-01-2023,197453.64,29618.046,167835.594,148788,19047.594
68,212,35,STR005,10-11-2024,3,15,Net Banking,Delivered,3,Amit Shah,November,2024,4,ThinkPad 3,Laptop,Lenovo,54042,64712.91,Sai Menon,Male,56,Hyderabad,Telangana,Premium,09-06-2024,194138.73,29120.8095,165017.9205,162126,2891.9205
69,346,6,STR003,12-04-2025,4,15,UPI,Delivered,1,Amit Shah,April,2025,2,iPhone 6,Phone,Apple,2887,3663.66,Aarav Singh,Male,49,Delhi,Delhi,Gold,17-01-2025,14654.64,2198.196,12456.444,11548,908.444
70,389,39,STR002,30-10-2024,1,5,UPI,Delivered,5,Amit Shah,October,2024,4,ThinkPad 7,Laptop,Lenovo,14846,18689.94,Karthik Joseph,Female,54,Coimbatore,Tamil Nadu,Gold,21-04-2023,18689.94,934.497,17755.443,14846,2909.443
71,185,1,STR004,30-01-2024,2,0,Cash,Delivered,7,Fatima Khan,January,2024,1,iPhone 1,Phone,Apple,29899,37124.11,Sanjay Verma,Male,33,Hyderabad,Telangana,Regular,04-07-2024,74248.22,0,74248.22,59798,14450.22
72,177,50,STR003,09-04-2024,4,5,Debit Card,Delivered,5,Amit Shah,April,2024,2,Airdopes 2,Accessories,Boat,42372,47748.19,Daniel Menon,Male,28,Coimbatore,Tamil Nadu,Silver,23-04-2024,190992.76,9549.638,181443.122,169488,11955.122
73,275,72,STR001,23-09-2025,4,5,Cash,Delivered,5,Ramesh Kumar,September,2025,3,Nord 8,Phone,OnePlus,47814,57070.17,Daniel Joseph,Male,52,Delhi,Delhi,Gold,28-10-2022,228280.68,11414.034,216866.646,191256,25610.646
74,139,19,STR004,30-07-2025,1,10,Cash,Delivered,2,Suresh Reddy,July,2025,3,Inspiron 3,Laptop,Dell,36419,44362.73,Sanjay Gupta,Male,38,Chennai,Tamil Nadu,Regular,09-02-2023,44362.73,4436.273,39926.457,36419,3507.457
75,398,36,STR001,10-12-2025,4,15,UPI,Delivered,6,Neha Kapoor,December,2025,4,ThinkPad 4,Laptop,Lenovo,38664,51499.94,Vivaan Patel,Male,37,Bengaluru,Karnataka,Gold,19-02-2022,205999.76,30899.964,175099.796,154656,20443.796
76,227,62,STR002,04-02-2024,3,5,UPI,Delivered,4,Fatima Khan,February,2024,1,MX Master 6,Accessories,Logitech,33247,42244.6,Priya Kumar,Male,48,Hyderabad,Telangana,Silver,30-03-2024,126733.8,6336.69,120397.11,99741,20656.11
77,414,58,STR002,07-05-2024,3,20,Net Banking,Delivered,3,Suresh Reddy,May,2024,2,MX Master 2,Accessories,Logitech,37708,44869.98,Sai Kumar,Female,20,Bengaluru,Karnataka,Silver,01-05-2023,134609.94,26921.988,107687.952,113124,-5436.048
78,264,61,STR005,24-02-2025,4,5,Net Banking,Delivered,1,Pooja Nair,February,2025,1,MX Master 5,Accessories,Logitech,43257,50291.08,Rohit Das,Female,20,Chennai,Tamil Nadu,Silver,25-04-2024,201164.32,10058.216,191106.104,173028,18078.104
79,126,26,STR004,25-12-2025,4,20,Debit Card,Delivered,3,Arun Prakash,December,2025,4,Pavilion 2,Laptop,HP,47649,60375.45,Sai Krishnan,Male,29,Delhi,Delhi,Regular,19-07-2024,241501.8,48300.36,193201.44,190596,2605.44
80,10,17,STR001,30-10-2025,2,0,Credit Card,Delivered,1,Neha Kapoor,October,2025,4,Inspiron 1,Laptop,Dell,5674,6497.8,Aditya Sharma,Male,31,Mumbai,Maharashtra,Silver,18-04-2022,12995.6,0,12995.6,11348,1647.6
81,281,14,STR004,26-09-2024,3,20,Cash,Delivered,3,Arun Prakash,September,2024,3,Galaxy 6,Phone,Samsung,37032,43405.83,Meera Gupta,Male,30,Bengaluru,Karnataka,Premium,18-09-2024,130217.49,26043.498,104173.992,111096,-6922.008
82,309,42,STR002,21-06-2025,2,10,Credit Card,Delivered,6,Neha Kapoor,June,2025,2,UltraGear 2,Accessories,LG,59209,73923.31,Nisha Gupta,Male,52,Delhi,Delhi,Regular,24-05-2024,147846.62,14784.662,133061.958,118418,14643.958
83,474,53,STR003,08-02-2024,1,0,UPI,Delivered,5,Fatima Khan,February,2024,1,Airdopes 5,Accessories,Boat,21857,28526.76,Aisha Sharma,Female,55,Bengaluru,Karnataka,Regular,18-03-2023,28526.76,0,28526.76,21857,6669.76
84,458,58,STR002,18-02-2024,3,15,Debit Card,Delivered,1,Suresh Reddy,February,2024,1,MX Master 2,Accessories,Logitech,37708,44869.98,Vivaan Bose,Male,47,Coimbatore,Tamil Nadu,Regular,04-06-2024,134609.94,20191.491,114418.449,113124,1294.449
85,237,27,STR002,18-02-2025,4,15,Net Banking,Delivered,2,Amit Shah,February,2025,1,Pavilion 3,Laptop,HP,8050,9844.84,Aisha Gupta,Male,51,Mumbai,Maharashtra,Gold,05-10-2023,39379.36,5906.904,33472.456,32200,1272.456
86,471,32,STR002,11-02-2025,2,5,Cash,Delivered,5,Ramesh Kumar,February,2025,1,Pavilion 8,Laptop,HP,49596,65817.88,Karthik Joseph,Female,32,Mumbai,Maharashtra,Regular,09-01-2025,131635.76,6581.788,125053.972,99192,25861.972
87,413,3,STR005,23-11-2025,2,10,Net Banking,Delivered,1,Divya Iyer,November,2025,4,iPhone 3,Phone,Apple,53442,70826.44,Karthik Kumar,Female,32,Chennai,Tamil Nadu,Gold,02-12-2023,141652.88,14165.288,127487.592,106884,20603.592
88,37,45,STR001,16-10-2025,1,15,Net Banking,Delivered,1,Fatima Khan,October,2025,4,UltraGear 5,Accessories,LG,54174,70600.07,Harini Patel,Male,37,Mumbai,Maharashtra,Regular,11-09-2024,70600.07,10590.0105,60010.0595,54174,5836.0595
89,398,2,STR005,15-04-2025,2,20,Debit Card,Delivered,1,Divya Iyer,April,2025,2,iPhone 2,Phone,Apple,35733,48219.76,Vivaan Patel,Male,37,Bengaluru,Karnataka,Gold,19-02-2022,96439.52,19287.904,77151.616,71466,5685.616
90,252,63,STR005,01-10-2025,2,0,Net Banking,Cancelled,4,Suresh Reddy,October,2025,4,MX Master 7,Accessories,Logitech,3106,3650.12,Meera Verma,Female,19,Delhi,Delhi,Silver,04-06-2022,7300.24,0,7300.24,6212,1088.24
91,6,71,STR003,26-12-2025,3,0,Net Banking,Delivered,3,Neha Kapoor,December,2025,4,Nord 7,Phone,OnePlus,41947,53653.01,Rohit Menon,Male,51,Hyderabad,Telangana,Silver,26-08-2023,160959.03,0,160959.03,125841,35118.03
92,449,13,STR005,08-12-2025,3,15,UPI,Delivered,5,Suresh Reddy,December,2025,4,Galaxy 5,Phone,Samsung,6731,8153.95,Diya Das,Female,47,Chennai,Tamil Nadu,Regular,14-11-2023,24461.85,3669.2775,20792.5725,20193,599.5725
93,411,6,STR003,31-12-2024,2,20,Net Banking,Delivered,3,Amit Shah,December,2024,4,iPhone 6,Phone,Apple,2887,3663.66,Harini Menon,Male,48,Hyderabad,Telangana,Regular,17-04-2022,7327.32,1465.464,5861.856,5774,87.856
94,155,54,STR003,20-06-2025,3,15,Net Banking,Delivered,6,Divya Iyer,June,2025,2,Airdopes 6,Accessories,Boat,59863,78446.03,Rohit Sharma,Female,63,Coimbatore,Tamil Nadu,Premium,02-05-2023,235338.09,35300.7135,200037.3765,179589,20448.3765
95,209,45,STR003,07-03-2024,2,10,Cash,Delivered,2,Pooja Nair,March,2024,1,UltraGear 5,Accessories,LG,54174,70600.07,Aisha Reddy,Female,53,Delhi,Delhi,Gold,29-04-2023,141200.14,14120.014,127080.126,108348,18732.126
96,431,69,STR005,08-04-2024,2,20,UPI,Delivered,5,Fatima Khan,April,2024,2,Nord 5,Phone,OnePlus,44405,56888.09,Arjun Joseph,Male,40,Coimbatore,Tamil Nadu,Premium,19-02-2025,113776.18,22755.236,91020.944,88810,2210.944
97,197,41,STR005,17-05-2024,3,0,Cash,Delivered,1,Amit Shah,May,2024,2,UltraGear 1,Accessories,LG,22680,26326.2,Meera Verma,Female,44,Hyderabad,Telangana,Silver,17-11-2023,78978.6,0,78978.6,68040,10938.6
98,49,28,STR002,22-09-2024,3,15,Net Banking,Delivered,7,Pooja Nair,September,2024,3,Pavilion 4,Laptop,HP,59519,72623.16,Arjun Gupta,Male,58,Coimbatore,Tamil Nadu,Gold,09-06-2022,217869.48,32680.422,185189.058,178557,6632.058
99,462,46,STR001,16-09-2024,1,15,UPI,Delivered,6,Ramesh Kumar,September,2024,3,UltraGear 6,Accessories,LG,15465,20018.19,Sanjay Kumar,Male,21,Chennai,Tamil Nadu,Premium,04-04-2024,20018.19,3002.7285,17015.4615,15465,1550.4615
100,368,68,STR005,17-08-2024,1,5,UPI,Delivered,7,Fatima Khan,August,2024,3,Nord 4,Phone,OnePlus,19799,26436.28,Ananya Gupta,Female,20,Bengaluru,Karnataka,Premium,13-02-2024,26436.28,1321.814,25114.466,19799,5315.466
101,254,4,STR004,02-04-2025,3,0,Net Banking,Delivered,4,Neha Kapoor,April,2025,2,iPhone 4,Phone,Apple,15478,18350.02,Aditya Krishnan,Female,46,Hyderabad,Telangana,Premium,28-02-2024,55050.06,0,55050.06,46434,8616.06
102,370,23,STR004,02-12-2024,3,20,Credit Card,Delivered,5,Arun Prakash,December,2024,4,Inspiron 7,Laptop,Dell,5751,7144.6,Arjun Das,Male,55,Mumbai,Maharashtra,Gold,18-02-2023,21433.8,4286.76,17147.04,17253,-105.96
